Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-13,25902.94140625,26376.3515625,25728.365234375,25918.728515625,14143474486,15.196287155151367,15.873085975646973,14.816584587097168,15.018193244934082,363876713,0.5256779789924622,0.5613769888877869,0.5087649822235107,0.5200859904289246,2617707336,1742.39013671875,1761.9554443359375,1727.7498779296875,1739.03759765625,6214125203,231.07504272460938,245.64219665527344,229.3116912841797,243.89053344726562,864407068
2023-06-14,25920.2578125,26041.80078125,24902.15234375,25124.67578125,14265717766,15.018190383911133,15.305150032043457,14.195953369140625,14.486572265625,296502336,0.5200859904289246,0.5202100276947021,0.46748000383377075,0.4802199900150299,1757437649,1739.2501220703125,1749.1632080078125,1637.187744140625,1650.519287109375,7462905534,243.89053344726562,251.63015747070312,234.0425567626953,237.5742645263672,738634212
2023-06-15,25121.673828125,25735.30859375,24797.16796875,25576.39453125,15837384409,14.486286163330078,15.010393142700195,14.214147567749023,14.759472846984863,329864409,0.480226993560791,0.48450198769569397,0.4695580005645752,0.4801180064678192,1180880587,1650.4981689453125,1676.4066162109375,1624.1383056640625,1665.519775390625,7328564880,237.6096954345703,240.15533447265625,231.06581115722656,236.2806854248047,502420772
2023-06-16,25575.283203125,26463.173828125,25245.357421875,26327.462890625,16324646965,14.760416030883789,15.399171829223633,14.46956729888916,15.30825424194336,232544705,0.48010700941085815,0.4823490083217621,0.4592849910259247,0.47574299573898315,1166129294,1665.41064453125,1727.28955078125,1653.1708984375,1716.6688232421875,6281023479,236.27345275878906,242.80198669433594,232.82852172851562,239.1146697998047,488582672
2023-06-17,26328.6796875,26769.39453125,26174.4921875,26510.67578125,11090276850,15.308581352233887,16.06578254699707,15.185426712036133,15.650521278381348,206436912,0.4757640063762665,0.4852289855480194,0.4705739915370941,0.47979000210762024,635717535,1716.6717529296875,1766.76318359375,1714.15087890625,1727.2041015625,4875187477,239.1290283203125,249.13011169433594,237.41790771484375,244.61058044433594,451849200
2023-06-18,26510.45703125,26675.92578125,26325.890625,26336.212890625,9565695129,15.64947509765625,15.812690734863281,15.361244201660156,15.43823528289795,141612316,0.4797869920730591,0.49669700860977173,0.4765709936618805,0.4875729978084564,743984056,1727.1937255859375,1746.5091552734375,1718.1114501953125,1720.5775146484375,3820038842,244.59580993652344,248.27256774902344,242.76914978027344,244.08726501464844,372246652
2023-06-19,26335.44140625,26984.611328125,26312.83203125,26851.029296875,12826986222,15.438765525817871,16.07537078857422,15.414377212524414,16.073041915893555,163949883,0.4875720143318176,0.4972800016403198,0.48371100425720215,0.49339500069618225,870856054,1720.50537109375,1745.1346435546875,1705.8134765625,1737.659423828125,5210480121,244.0900421142578,244.41200256347656,239.14566040039062,242.9033660888672,359118142
2023-06-20,26841.6640625,28388.96875,26668.791015625,28327.48828125,22211859147,16.07803726196289,16.66510581970215,15.759370803833008,16.635231018066406,265787114,0.4934239983558655,0.4955579936504364,0.4737829864025116,0.4928700029850006,1073485912,1736.8797607421875,1793.31396484375,1715.342529296875,1792.1199951171875,7171072578,242.88185119628906,247.82269287109375,239.01873779296875,247.6744384765625,477391843
2023-06-21,28311.310546875,30737.330078125,28283.41015625,30027.296875,33346760979,16.635486602783203,17.379573822021484,16.58346939086914,17.25704574584961,357788986,0.4928610026836395,0.5025219917297363,0.49033400416374207,0.500694990158081,1305891782,1791.9949951171875,1898.6689453125,1788.4892578125,1891.0072021484375,11731457711,247.6829376220703,253.54193115234375,245.54824829101562,249.28634643554688,717670519
2023-06-22,29995.935546875,30495.998046875,29679.158203125,29912.28125,20653160491,17.25714874267578,17.698505401611328,16.6103458404541,16.642620086669922,299233520,0.5006409883499146,0.523157000541687,0.49131301045417786,0.4949750006198883,1518125316,1889.79443359375,1932.0655517578125,1867.8765869140625,1872.9429931640625,8477657143,249.27647399902344,256.22003173828125,240.0522003173828,240.7924346923828,709030407
2023-06-23,29896.3828125,31389.5390625,29845.21484375,30695.46875,24115570085,16.642969131469727,17.510692596435547,16.23674774169922,17.149534225463867,386994632,0.49496299028396606,0.5018900036811829,0.48614799976348877,0.4965659976005554,1108503309,1872.540771484375,1932.5316162109375,1865.1920166015625,1892.862060546875,8290615074,240.79205322265625,248.80978393554688,240.09481811523438,244.56494140625,493157882
2023-06-24,30708.73828125,30804.1484375,30290.146484375,30548.6953125,12147822496,17.149274826049805,17.517597198486328,16.46331787109375,16.652862548828125,260480952,0.4965760111808777,0.4965760111808777,0.4828279912471771,0.48731300234794617,693890997,1893.77197265625,1905.2274169921875,1867.8115234375,1876.0596923828125,5026191704,244.5535125732422,248.42861938476562,231.9947509765625,236.65965270996094,558809140
2023-06-25,30545.150390625,31041.271484375,30327.943359375,30480.26171875,12703464114,16.651472091674805,17.34068489074707,16.60713768005371,16.97138023376465,252839095,0.4873160123825073,0.4956429898738861,0.48420798778533936,0.4902769923210144,681228509,1875.84912109375,1929.0791015625,1870.85009765625,1900.506103515625,6937581709,236.6367645263672,241.8727569580078,235.63613891601562,238.8929901123047,414941211
2023-06-26,30480.5234375,30636.029296875,29955.744140625,30271.130859375,16493186997,16.969646453857422,17.10167694091797,16.02097511291504,16.27002716064453,275948459,0.4902789890766144,0.49125298857688904,0.4745739996433258,0.47933200001716614,953227780,1900.05029296875,1905.3604736328125,1840.215087890625,1859.432861328125,8619702292,238.87911987304688,241.17384338378906,234.2963409423828,236.13426208496094,427457532
2023-06-27,30274.3203125,31006.787109375,30236.650390625,30688.1640625,16428827944,16.26987075805664,16.909896850585938,16.1785888671875,16.61964988708496,259041273,0.4793570041656494,0.4849970042705536,0.4772320091724396,0.4838399887084961,847044879,1859.34619140625,1911.3111572265625,1856.83837890625,1889.703369140625,7686042202,236.13107299804688,240.82284545898438,234.9900665283203,237.49267578125,348181738
2023-06-28,30696.560546875,30703.279296875,29921.822265625,30086.24609375,14571500779,16.621904373168945,16.627328872680664,15.74758243560791,15.98684310913086,327399744,0.4838390052318573,0.4839099943637848,0.4565410017967224,0.46522200107574463,989599376,1889.906494140625,1890.208984375,1822.102783203125,1827.97119140625,7135265016,237.5026397705078,237.5801544189453,226.9770965576172,230.65036010742188,480872336
2023-06-29,30086.1875,30796.25,30057.203125,30445.3515625,13180860821,15.98551082611084,18.19975471496582,15.906376838684082,17.970457077026367,737633196,0.4651710093021393,0.47672298550605774,0.4623959958553314,0.4747219979763031,718808031,1828.059326171875,1876.5302734375,1828.059326171875,1852.227294921875,5677228612,230.6324005126953,236.42100524902344,230.5876922607422,233.23245239257812,332343168
2023-06-30,30441.353515625,31256.86328125,29600.275390625,30477.251953125,26387306197,17.971071243286133,19.855125427246094,17.314870834350586,18.897321701049805,1120379648,0.4746989905834198,0.4822700023651123,0.4565100073814392,0.4740369915962219,1261905827,1852.0084228515625,1945.2742919921875,1831.281005859375,1933.18896484375,12895131248,233.19444274902344,241.3129425048828,232.2005157470703,240.36978149414062,626872820
2023-07-01,30471.84765625,30641.2890625,30328.865234375,30590.078125,9086606733,18.89606475830078,18.97142791748047,17.945798873901367,18.683902740478516,349552752,0.47402000427246094,0.47545498609542847,0.4656040072441101,0.47352200746536255,737421634,1933.3238525390625,1942.7015380859375,1910.8486328125,1924.56591796875,5136809625,240.38690185546875,248.4702606201172,240.38690185546875,247.75942993164062,603755323
2023-07-02,30587.26953125,30766.140625,30264.01953125,30620.76953125,10533418042,18.689668655395508,19.704559326171875,18.58200454711914,19.453594207763672,497231250,0.47351598739624023,0.49452999234199524,0.471327006816864,0.4844929873943329,1154671474,1924.4481201171875,1958.1607666015625,1895.906982421875,1937.4383544921875,6343966490,247.78602600097656,248.056396484375,243.24127197265625,246.25791931152344,519491311
2023-07-03,30624.515625,31375.61328125,30586.513671875,31156.439453125,15271884873,19.45241355895996,19.6131591796875,18.943145751953125,19.240537643432617,324227812,0.484497994184494,0.49091100692749023,0.47971299290657043,0.4895470142364502,1059955641,1937.8837890625,1974.7750244140625,1934.6888427734375,1955.38916015625,7858509087,246.254638671875,251.37985229492188,245.88482666015625,246.38221740722656,669962148
2023-07-04,31156.865234375,31325.197265625,30659.35546875,30777.58203125,12810828427,19.24203109741211,19.87669563293457,19.096738815307617,19.14322853088379,345225951,0.4895099997520447,0.4926219880580902,0.4833369851112366,0.48784199357032776,841667226,1955.524169921875,1966.3653564453125,1932.611328125,1936.633544921875,5683423776,246.3452911376953,246.8387908935547,241.22853088378906,242.492919921875,439591635
2023-07-05,30778.724609375,30877.330078125,30225.61328125,30514.166015625,12481622280,19.145612716674805,19.355266571044922,18.498628616333008,18.99286460876465,260416081,0.4878099858760834,0.49160000681877136,0.47115400433540344,0.4782719910144806,950150566,1936.7967529296875,1942.4324951171875,1897.124755859375,1910.5880126953125,6034088075,242.49948120117188,243.86111450195312,237.1201171875,239.08108520507812,455501209
2023-07-06,30507.150390625,31460.052734375,29892.2265625,29909.337890625,21129219509,18.991992950439453,20.922775268554688,18.886260986328125,19.729385375976562,903770571,0.47822898626327515,0.48378100991249084,0.46329599618911743,0.4637390077114105,950187883,1910.4171142578125,1956.0123291015625,1847.8507080078125,1848.636474609375,8905008384,239.0685272216797,244.10267639160156,232.17181396484375,232.31942749023438,536134671
2023-07-07,29907.998046875,30434.64453125,29777.28515625,30342.265625,13384770155,19.726110458374023,21.60171127319336,19.318931579589844,21.484664916992188,988591308,0.46371498703956604,0.47048500180244446,0.46062999963760376,0.468764990568161,682747263,1847.5125732421875,1876.9632568359375,1832.025390625,1870.6025390625,6468885150,232.3334197998047,236.07911682128906,231.64573669433594,235.62115478515625,418416864
2023-07-08,30346.921875,30374.4375,30080.16015625,30292.541015625,7509378699,21.485252380371094,22.40300178527832,21.356882095336914,21.859268188476562,693929963,0.4687570035457611,0.4739620089530945,0.46604499220848083,0.4706439971923828,409435365,1871.0020751953125,1872.5015869140625,1844.6417236328125,1865.53955078125,4299007854,235.61026000976562,237.4119110107422,234.63714599609375,236.28738403320312,319300746
2023-07-09,30291.611328125,30427.58984375,30085.591796875,30171.234375,7903327692,21.854955673217773,22.322025299072266,21.08757781982422,21.3490047454834,405174806,0.4706439971923828,0.47178900241851807,0.46811699867248535,0.4685499966144562,324938269,1865.594970703125,1878.6689453125,1857.748291015625,1863.009765625,4392863807,236.2945556640625,237.01951599121094,233.47604370117188,234.22836303710938,289327973
2023-07-10,30172.423828125,31026.083984375,29985.39453125,30414.470703125,14828209155,21.347787857055664,21.777145385742188,20.572586059570312,21.31377601623535,543191863,0.46855399012565613,0.4799860119819641,0.46460598707199097,0.4776639938354492,885726455,1863.240234375,1905.4608154296875,1848.7772216796875,1880.556396484375,6336468234,234.2329559326172,246.29969787597656,232.007568359375,245.874267578125,834091613
2023-07-11,30417.6328125,30788.314453125,30358.09765625,30620.951171875,12151839152,21.314722061157227,22.285200119018555,21.24249267578125,22.092933654785156,453810523,0.47768500447273254,0.4782879948616028,0.47180798649787903,0.47571900486946106,645625637,1880.6549072265625,1889.3817138671875,1863.2186279296875,1878.3360595703125,4905225892,245.89627075195312,249.2053985595703,244.9390106201172,248.538330078125,536228377
2023-07-12,30622.24609375,30959.96484375,30228.8359375,30391.646484375,14805659717,22.092424392700195,22.712724685668945,21.82825469970703,21.977602005004883,541605988,0.4756909906864166,0.4770210087299347,0.4678579866886139,0.47110500931739807,715809444,1878.322021484375,1901.1484375,1865.7100830078125,1872.11376953125,6379007000,248.5380859375,250.3406524658203,242.80335998535156,244.01988220214844,505389150
2023-07-13,30387.48828125,31814.515625,30268.3515625,31476.048828125,23686079548,21.97846031188965,26.624345779418945,21.49482536315918,26.02569580078125,1527996472,0.47110098600387573,0.8875110149383545,0.470102995634079,0.8153650164604187,10397344596,1872.040283203125,2011.88525390625,1864.49609375,2006.511474609375,11114853969,244.00222778320312,257.265625,243.0497283935547,256.48968505859375,761150982
2023-07-14,31474.720703125,31582.25390625,29966.38671875,30334.068359375,20917902660,26.02075958251953,30.057695388793945,25.434978485107422,26.7357177734375,2184090884,0.8161969780921936,0.8214120268821716,0.6807630062103271,0.7191569805145264,7060210982,2005.6861572265625,2026.2049560546875,1901.3612060546875,1939.3470458984375,10627449471,256.4642028808594,261.10260009765625,244.27566528320312,248.19161987304688,799468588
2023-07-15,30331.783203125,30407.78125,30263.462890625,30295.806640625,8011667756,26.729034423828125,29.057395935058594,26.688867568969727,27.391355514526367,1323279744,0.719215989112854,0.731020987033844,0.6969010233879089,0.7132790088653564,3369947488,1939.129638671875,1946.0191650390625,1928.1873779296875,1931.466552734375,4380084234,248.17552185058594,252.53726196289062,247.50807189941406,251.09970092773438,422767368
2023-07-16,30297.47265625,30437.560546875,30089.669921875,30249.1328125,8516564470,27.395526885986328,28.551088333129883,26.8976993560791,27.384082794189453,753056132,0.7133529782295227,0.7873319983482361,0.709725022315979,0.7468600273132324,3937651423,1931.64501953125,1942.0308837890625,1917.2940673828125,1923.681884765625,4329306566,251.09823608398438,251.88241577148438,242.58013916015625,242.65682983398438,441487283
2023-07-17,30249.626953125,30336.400390625,29685.783203125,30145.888671875,13240156074,27.38576889038086,28.380918502807617,25.895729064941406,26.872766494750977,970813262,0.7469660043716431,0.7603020071983337,0.7184249758720398,0.739205002784729,2506419441,1923.6943359375,1936.1776123046875,1875.120361328125,1911.6461181640625,6678090758,242.65809631347656,244.68203735351562,240.59759521484375,244.35299682617188,671028354
2023-07-18,30147.0703125,30233.65625,29556.427734375,29856.5625,13138897269,26.869007110595703,27.045597076416016,24.824853897094727,25.544504165649414,696782373,0.739096999168396,0.7809889912605286,0.7360929846763611,0.7795400023460388,2626009775,1911.697021484375,1916.4683837890625,1878.718505859375,1897.5992431640625,5814708445,244.33457946777344,246.53085327148438,238.7042236328125,240.2649383544922,751858394
2023-07-19,29862.046875,30184.181640625,29794.26953125,29913.923828125,12128602812,25.55088233947754,26.922088623046875,25.418062210083008,26.372352600097656,603189951,0.7795869708061218,0.8418409824371338,0.7743350267410278,0.8206940293312073,3954595150,1897.7972412109375,1919.264404296875,1883.067138671875,1889.0079345703125,6018487800,240.27418518066406,243.92770385742188,239.99359130859375,241.1608123779297,499664149
2023-07-20,29915.25,30195.53125,29638.095703125,29792.015625,14655207121,26.36872673034668,26.896438598632812,25.16942596435547,25.375167846679688,606255421,0.8206449747085571,0.8467990159988403,0.7739449739456177,0.7940580248832703,2843382854,1889.07373046875,1919.264404296875,1879.734375,1890.9691162109375,7366830684,241.13888549804688,243.14259338378906,240.3877410888672,242.73313903808594,485038743
2023-07-21,29805.111328125,30045.998046875,29733.8515625,29908.744140625,10972789818,25.375524520874023,25.947921752929688,25.142337799072266,25.544267654418945,410907584,0.7940300107002258,0.7979990243911743,0.7641419768333435,0.7725020051002502,1860721533,1891.581298828125,1905.38623046875,1885.2962646484375,1892.080078125,4668158260,242.75428771972656,245.16334533691406,242.3674774169922,243.7889862060547,413015398
2023-07-22,29908.697265625,29991.615234375,29664.12109375,29771.802734375,7873300598,25.54317855834961,25.95035743713379,24.306474685668945,24.535053253173828,335432006,0.7724469900131226,0.7789120078086853,0.730679988861084,0.73328697681427,1637792182,1891.955078125,1897.0880126953125,1855.0927734375,1864.912353515625,4101305643,243.80908203125,244.85873413085938,240.5126190185547,241.03074645996094,310128851
2023-07-23,29790.111328125,30330.640625,29741.52734375,30084.5390625,9220145050,24.532663345336914,25.213611602783203,24.250967025756836,24.766815185546875,330741258,0.7333070039749146,0.7505589723587036,0.7193089723587036,0.7386829853057861,1541388766,1866.09423828125,1904.4832763671875,1859.56884765625,1889.191650390625,4480604100,241.05465698242188,243.9764862060547,240.76121520996094,242.45596313476562,279600847
2023-07-24,30081.662109375,30093.39453125,28934.294921875,29176.916015625,15395817395,24.765520095825195,24.810638427734375,23.069425582885742,23.38149070739746,492344649,0.7386469841003418,0.7415069937705994,0.687578022480011,0.7027649879455566,2266820366,1888.8095703125,1889.761962890625,1836.8524169921875,1850.0020751953125,6344373569,242.44943237304688,242.89187622070312,236.29238891601562,238.9462127685547,451906472
2023-07-25,29178.970703125,29353.16015625,29062.43359375,29227.390625,10266772793,23.383249282836914,23.525882720947266,22.864362716674805,23.279321670532227,346742173,0.7028170228004456,0.7140989899635315,0.6791489720344543,0.7095999717712402,1813094168,1850.0279541015625,1867.3232421875,1845.9815673828125,1857.741943359375,4163381707,238.96409606933594,239.63720703125,236.99940490722656,237.80856323242188,366519529
2023-07-26,29225.759765625,29675.552734375,29113.912109375,29354.97265625,13497554655,23.27935791015625,25.518346786499023,23.207731246948242,25.177053451538086,688135176,0.7096199989318848,0.7295269966125488,0.696075975894928,0.7157989740371704,1676809706,1857.696533203125,1886.97412109375,1849.4368896484375,1872.159912109375,5781548155,237.81907653808594,240.2377166748047,236.64112854003906,238.9623565673828,417581395
2023-07-27,29353.798828125,29560.966796875,29099.3515625,29210.689453125,10770779217,25.17807960510254,25.586376190185547,24.72016143798828,25.099336624145508,514211484,0.7158010005950928,0.7270749807357788,0.7091050148010254,0.7136459946632385,1480051564,1872.0863037109375,1885.591552734375,1855.321533203125,1860.357177734375,4291339248,238.96011352539062,243.16351318359375,238.63844299316406,240.49879455566406,433186880
2023-07-28,29212.1640625,29521.513671875,29125.845703125,29319.24609375,11218474952,25.09872817993164,25.473247528076172,24.577672958374023,24.84685707092285,374045446,0.7136330008506775,0.7175430059432983,0.704509973526001,0.7125679850578308,1055913805,1860.7025146484375,1881.457275390625,1857.0489501953125,1874.744873046875,3800973336,240.505126953125,242.7969970703125,239.9878692626953,241.97703552246094,388148322
2023-07-29,29319.4453125,29396.84375,29264.166015625,29356.91796875,6481775959,24.84393310546875,25.36704444885254,24.78037452697754,25.168973922729492,265061245,0.7125430107116699,0.7146109938621521,0.706866979598999,0.7127389907836914,725769153,1874.5604248046875,1885.529296875,1870.3338623046875,1881.06884765625,2497302218,241.97134399414062,242.7262725830078,241.32313537597656,242.5763702392578,317500344
2023-07-30,29357.09375,29443.169921875,29059.501953125,29275.30859375,8678454527,25.16937255859375,25.19329261779785,23.845407485961914,24.261018753051758,365262222,0.7127230167388916,0.7298099994659424,0.6935369968414307,0.7051360011100769,1323282055,1880.87158203125,1884.1441650390625,1851.72802734375,1861.643798828125,4003005547,242.58221435546875,243.7857208251953,240.92518615722656,242.52598571777344,425584373
2023-07-31,29278.314453125,29489.873046875,29131.578125,29230.111328125,11656781982,24.261838912963867,24.75018310546875,23.6588191986084,23.720956802368164,376948332,0.7051100134849548,0.7173640131950378,0.6921539902687073,0.6985210180282593,1488758727,1861.7552490234375,1875.62939453125,1851.9154052734375,1856.162353515625,4391613314,242.51959228515625,244.20257568359375,240.7644500732422,241.1206512451172,1092564922
2023-08-01,29230.873046875,29675.732421875,28657.0234375,29675.732421875,18272392391,23.724891662597656,23.99875259399414,23.087238311767578,23.99875259399414,428254164,0.6985030174255371,0.7072110176086426,0.6835319995880127,0.7072110176086426,1438067858,1856.190185546875,1873.0299072265625,1817.9207763671875,1871.7921142578125,7634860636,241.1280517578125,247.50502014160156,238.53024291992188,247.50502014160156,830645013
2023-08-02,29704.146484375,29987.998046875,28946.509765625,29151.958984375,19212655598,23.993515014648438,24.219627380371094,22.984315872192383,23.145721435546875,393185796,0.707086980342865,0.707086980342865,0.6802319884300232,0.6851950287818909,1132335650,1873.4681396484375,1877.511474609375,1822.3482666015625,1839.0897216796875,6448512422,247.4903106689453,248.5115509033203,236.8917694091797,240.49464416503906,650256385
2023-08-03,29161.8125,29375.70703125,28959.48828125,29178.6796875,12780357746,23.144893646240234,23.353015899658203,22.54010009765625,22.636049270629883,365983702,0.6851800084114075,0.6867610216140747,0.6588510274887085,0.6641349792480469,1414576525,1838.89794921875,1856.4075927734375,1825.3477783203125,1835.136474609375,4710581074,240.50997924804688,241.583251953125,238.5096435546875,241.0615234375,400525696
2023-08-04,29174.3828125,29302.078125,28885.3359375,29074.091796875,12036639988,22.632715225219727,23.52178192138672,22.522666931152344,22.79361915588379,382245804,0.6640880107879639,0.6664419770240784,0.6303039789199829,0.6355389952659607,1342066974,1834.8905029296875,1847.9122314453125,1817.413818359375,1827.712890625,4861242484,241.04286193847656,243.1554718017578,240.45228576660156,241.47601318359375,370373499
2023-08-05,29075.388671875,29102.46484375,28957.796875,29042.126953125,6598366353,22.793601989746094,22.89552879333496,22.3279972076416,22.632204055786133,250613466,0.635532021522522,0.635532021522522,0.6126369833946228,0.6284229755401611,1142144189,1827.798583984375,1836.46484375,1824.8079833984375,1834.9879150390625,2866049749,241.4896697998047,243.02772521972656,240.09039306640625,242.9593505859375,300760369
2023-08-06,29043.701171875,29160.822265625,28963.833984375,29041.85546875,7269806994,22.63254737854004,23.416099548339844,22.596603393554688,23.18569564819336,320595154,0.6284289956092834,0.6364349722862244,0.6216340065002441,0.6230869889259338,849060664,1834.84521484375,1836.2489013671875,1824.9866943359375,1827.4620361328125,2963395076,242.96029663085938,245.17901611328125,242.61473083496094,242.79859924316406,417704185
2023-08-07,29038.513671875,29244.28125,28724.140625,29180.578125,13618163710,23.185405731201172,23.503938674926758,22.48735237121582,23.068756103515625,353804981,0.6230930089950562,0.6277779936790466,0.6049780249595642,0.6219310164451599,1417493753,1827.239501953125,1842.5225830078125,1804.7166748046875,1826.9388427734375,5837881974,242.79168701171875,244.32424926757812,239.93536376953125,241.79750061035156,425652309
2023-08-08,29180.01953125,30176.796875,29113.814453125,29765.4921875,17570561357,23.069252014160156,24.727624893188477,23.021738052368164,24.211763381958008,495649796,0.6219279766082764,0.6448860168457031,0.6153180003166199,0.6424059867858887,1296031585,1826.9310302734375,1873.84716796875,1824.4300537109375,1855.807373046875,5812855406,241.7918701171875,247.64736938476562,241.3302001953125,245.14990234375,504987528
